ticker,date,direction,n_comp,range_high,range_low,range_size,entry_price,stop,target,exit_price,exit_date,risk,pnl_per_share,r_multiple,result,exit_reason
AAPL,2018-03-26,short,5,44.78,42.15,2.63,42.0175,44.78,36.4925,41.03,2018-04-26,2.7625,0.9875,0.3575,WIN,maxhold
AAPL,2018-07-13,long,1,47.67,47.325,0.345,47.77,47.325,48.66,47.325,2018-07-17,0.445,-0.445,-1.0,LOSS,stop
AAPL,2018-08-03,long,1,48.035,47.335,0.7,51.7575,47.335,60.6025,57.1025,2018-09-04,4.4225,5.345,1.2086,WIN,maxhold
AAPL,2018-10-30,short,5,56.0575,53.635,2.4225,52.7875,56.0575,46.2475,46.2475,2018-11-19,3.27,6.54,2.0,WIN,target
AAPL,2019-03-15,long,1,45.6675,44.8425,0.825,46.2125,44.8425,48.9525,48.9525,2019-03-21,1.37,2.74,2.0,WIN,target
AAPL,2019-05-15,short,4,51.8544,48.1925,3.6619,46.5675,51.8544,35.9937,48.225,2019-06-17,5.2869,-1.6575,-0.3135,LOSS,maxhold
AAPL,2019-09-12,long,5,54.195,51.83,2.365,56.2,51.83,64.94,58.725,2019-10-14,4.37,2.525,0.5778,WIN,maxhold
AAPL,2019-12-17,long,2,68.825,66.8303,1.9947,69.8925,66.8303,76.0169,76.0169,2020-01-08,3.0622,6.1244,2.0,WIN,target
AAPL,2020-02-26,short,5,81.495,77.625,3.87,71.6325,81.495,51.9075,62.685,2020-03-30,9.8625,8.9475,0.9072,WIN,maxhold
AAPL,2020-06-10,long,3,83.4,80.195,3.205,86.975,80.195,100.535,97.265,2020-07-13,6.78,10.29,1.5177,WIN,maxhold
AAPL,2020-08-03,long,2,96.2975,93.7125,2.585,108.2,93.7125,137.175,137.175,2020-09-02,14.4875,28.975,2.0,WIN,target
AAPL,2020-10-12,long,5,116.65,112.22,4.43,120.06,112.22,135.74,112.22,2020-10-28,7.84,-7.84,-1.0,LOSS,stop
AAPL,2021-01-22,long,5,132.49,126.938,5.552,136.28,126.938,154.964,128.01,2021-02-22,9.342,-8.27,-0.8852,LOSS,maxhold
AAPL,2021-05-12,short,5,134.07,126.7,7.37,123.4,134.07,102.06,127.82,2021-06-14,10.67,-4.42,-0.4142,LOSS,maxhold
AAPL,2021-06-23,long,3,132.55,128.461,4.089,133.77,128.461,144.388,144.388,2021-07-07,5.309,10.618,2.0,WIN,target
AAPL,2021-09-03,long,5,153.49,146.83,6.66,153.76,146.83,167.62,146.83,2021-09-15,6.93,-6.93,-1.0,LOSS,stop
AAPL,2021-11-19,long,5,155.0,147.48,7.52,157.65,147.48,177.99,177.99,2021-12-10,10.17,20.34,2.0,WIN,target
AAPL,2022-01-20,short,1,172.54,169.405,3.135,166.98,172.54,155.86,155.86,2022-01-24,5.56,11.12,2.0,WIN,target
AAPL,2023-03-21,long,5,156.74,147.7,9.04,157.32,147.7,176.56,165.05,2023-04-21,9.62,7.73,0.8035,WIN,maxhold
AAPL,2023-08-08,short,2,195.18,190.69,4.49,179.69,195.18,148.71,178.35,2023-09-08,15.49,1.34,0.0865,WIN,maxhold
AAPL,2024-01-05,short,2,194.4,183.885,10.515,181.99,194.4,157.17,194.4,2024-01-22,12.41,-12.41,-1.0,LOSS,stop
AAPL,2024-09-17,short,5,225.24,216.71,8.53,215.75,225.24,196.77,225.24,2024-09-19,9.49,-9.49,-1.0,LOSS,stop
AAPL,2024-10-10,long,5,228.0,221.33,6.67,227.78,221.33,240.68,221.33,2024-11-01,6.45,-6.45,-1.0,LOSS,stop
AAPL,2024-11-27,long,5,233.245,225.7103,7.5347,234.465,225.7103,251.9744,251.9744,2024-12-17,8.7547,17.5094,2.0,WIN,target
AAPL,2025-08-11,long,1,220.85,216.58,4.27,227.92,216.58,250.6,226.875,2025-09-11,11.34,-1.045,-0.0922,LOSS,maxhold
AAPL,2025-09-22,long,3,241.22,229.02,12.2,248.3,229.02,286.86,259.94,2025-10-23,19.28,11.64,0.6037,WIN,maxhold
AAPL,2025-10-28,long,1,264.13,259.18,4.95,268.985,259.18,288.595,277.26,2025-11-28,9.805,8.275,0.844,WIN,maxhold
AAPL,2026-01-08,short,3,277.84,262.12,15.72,257.02,277.84,215.38,277.84,2026-02-04,20.82,-20.82,-1.0,LOSS,stop
AAPL,2026-04-21,long,4,267.16,256.66,10.5,271.5,256.66,301.18,273.17,2026-04-22,14.84,1.67,0.1125,WIN,maxhold
AMD,2018-10-09,short,4,30.82,26.54,4.28,26.15,30.82,16.81,16.81,2018-10-29,4.67,9.34,2.0,WIN,target
AMD,2019-03-11,short,5,24.19,22.4,1.79,22.15,24.19,18.07,24.19,2019-03-19,2.04,-2.04,-1.0,LOSS,stop
AMD,2019-03-22,long,1,26.88,25.31,1.57,27.54,25.31,32.0,25.31,2019-03-27,2.23,-2.23,-1.0,LOSS,stop
AMD,2019-06-10,long,4,31.98,27.29,4.69,33.53,27.29,46.01,33.91,2019-07-11,6.24,0.38,0.0609,WIN,maxhold
AMD,2019-08-06,short,3,33.94,29.1,4.84,28.86,33.94,18.7,33.94,2019-08-08,5.08,-5.08,-1.0,LOSS,stop
AMD,2019-10-24,long,1,31.33,30.29,1.04,31.58,30.29,34.16,34.16,2019-10-31,1.29,2.58,2.0,WIN,target
AMD,2019-12-23,long,5,43.105,39.04,4.065,44.58,39.04,55.66,51.34,2020-01-23,5.54,6.76,1.2202,WIN,maxhold
AMD,2020-02-06,long,5,49.75,46.1,3.65,48.8,46.1,54.2,54.2,2020-02-11,2.7,5.4,2.0,WIN,target
AMD,2020-02-18,long,1,54.85,53.53,1.32,54.94,53.53,57.76,57.76,2020-02-19,1.41,2.82,2.0,WIN,target
AMD,2020-04-15,long,5,49.65,41.7,7.95,53.73,41.7,77.79,54.98,2020-05-18,12.03,1.25,0.1039,WIN,maxhold
AMD,2020-06-11,long,5,54.11,52.01,2.1,55.94,52.01,63.8,52.01,2020-06-24,3.93,-3.93,-1.0,LOSS,stop
AMD,2020-07-23,long,2,58.5,54.83,3.67,61.63,54.83,75.23,75.23,2020-07-29,6.8,13.6,2.0,WIN,target
AMD,2020-11-02,short,5,84.97,75.76,9.21,75.85,84.97,57.61,84.97,2020-11-06,9.12,-9.12,-1.0,LOSS,stop
AMD,2020-11-20,long,5,83.78,77.63,6.15,85.28,77.63,100.58,94.25,2020-12-21,7.65,8.97,1.1725,WIN,maxhold
AMD,2021-01-20,short,5,99.23,90.84,8.39,90.55,99.23,73.19,88.15,2021-02-22,8.68,2.4,0.2765,WIN,maxhold
AMD,2021-06-25,long,5,85.77,80.57,5.2,86.34,80.57,97.88,92.01,2021-07-26,5.77,5.67,0.9827,WIN,maxhold
AMD,2021-07-30,long,2,98.71,89.1,9.61,101.6,89.1,126.6,112.61,2021-08-30,12.5,11.01,0.8808,WIN,maxhold
AMD,2021-09-21,short,5,106.82,102.63,4.19,102.15,106.82,92.81,106.82,2021-09-23,4.67,-4.67,-1.0,LOSS,stop
AMD,2021-10-15,long,5,107.95,100.35,7.6,112.505,100.35,136.815,136.815,2021-11-04,12.155,24.31,2.0,WIN,target
AMD,2021-12-14,short,5,152.38,134.2,18.18,131.67,152.38,90.25,152.38,2021-12-27,20.71,-20.71,-1.0,LOSS,stop
AMD,2022-01-07,short,5,154.3399,140.7,13.6399,136.28,154.3399,100.1602,100.1602,2022-01-28,18.0599,36.1198,2.0,WIN,target
AMD,2022-08-31,short,4,97.5999,88.26,9.3399,86.28,97.5999,63.6402,63.6402,2022-09-29,11.3199,22.6398,2.0,WIN,target
AMD,2022-12-19,short,5,75.21,66.12,9.09,65.12,75.21,44.94,68.975,2023-01-19,10.09,-3.855,-0.3821,LOSS,maxhold
AMD,2023-03-16,long,5,87.81,80.665,7.145,89.72,80.665,107.83,90.23,2023-04-17,9.055,0.51,0.0563,WIN,maxhold
AMD,2023-04-25,short,3,92.16,88.22,3.94,86.9,92.16,76.38,92.16,2023-05-08,5.26,-5.26,-1.0,LOSS,stop
AMD,2023-05-17,long,4,99.94,93.4281,6.5119,101.79,93.4281,118.5138,118.5138,2023-05-25,8.3619,16.7238,2.0,WIN,target
AMD,2023-12-13,long,5,135.04,116.38,18.66,137.97,116.38,181.15,150.36,2024-01-16,21.59,12.39,0.5739,WIN,maxhold
AMD,2024-03-04,long,4,193.0,172.49,20.51,205.16,172.49,270.5,172.49,2024-03-25,32.67,-32.67,-1.0,LOSS,stop
AMD,2024-07-09,long,5,166.45,153.64,12.81,177.97,153.64,226.63,153.64,2024-07-18,24.33,-24.33,-1.0,LOSS,stop
AMD,2024-10-23,short,1,160.44,156.2,4.24,153.0,160.44,138.12,160.44,2024-10-29,7.44,-7.44,-1.0,LOSS,stop
AMD,2025-06-18,long,5,124.47,115.06,9.41,128.01,115.06,153.91,153.91,2025-07-15,12.95,25.9,2.0,WIN,target
AMD,2025-09-08,short,1,162.3916,156.62,5.7716,151.8,162.3916,130.6168,162.3916,2025-09-10,10.5916,-10.5916,-1.0,LOSS,stop
AMD,2025-10-07,long,5,171.06,157.05,14.01,214.85,157.05,330.45,230.94,2025-11-07,57.8,16.09,0.2784,WIN,maxhold
AMD,2025-11-21,short,5,263.51,234.64,28.87,208.805,263.51,99.395,220.0,2025-12-22,54.705,-11.195,-0.2046,LOSS,maxhold
AMD,2026-01-22,long,2,239.5,225.4105,14.0895,251.745,225.4105,304.414,225.4105,2026-02-04,26.3345,-26.3345,-1.0,LOSS,stop
AMD,2026-04-10,long,1,234.0,227.09,6.91,239.0,227.09,262.82,262.82,2026-04-16,11.91,23.82,2.0,WIN,target
AMZN,2018-02-22,long,5,73.447,67.2005,6.2465,74.768,67.2005,89.903,76.5,2018-03-26,7.5675,1.732,0.2289,WIN,maxhold
AMZN,2018-06-04,long,5,81.75,79.419,2.331,82.445,79.419,88.497,85.269,2018-07-05,3.026,2.824,0.9332,WIN,maxhold
AMZN,2018-07-13,long,4,87.848,84.5835,3.2645,90.1965,84.5835,101.4225,94.925,2018-08-13,5.613,4.7285,0.8424,WIN,maxhold
AMZN,2018-09-28,long,5,99.7625,93.25,6.5125,100.2205,93.25,114.1615,93.25,2018-10-05,6.9705,-6.9705,-1.0,LOSS,stop
AMZN,2018-10-11,short,2,95.0998,91.5331,3.5667,86.2,95.0998,68.4004,84.912,2018-11-12,8.8998,1.288,0.1447,WIN,maxhold
AMZN,2019-02-12,short,5,86.8206,80.675,6.1456,80.2,86.8206,66.9588,85.15,2019-03-15,6.6206,-4.95,-0.7477,LOSS,maxhold
AMZN,2019-05-24,short,5,95.8755,91.15,4.7255,91.7945,95.8755,83.6325,83.6325,2019-06-03,4.081,8.162,2.0,WIN,target
AMZN,2020-02-03,long,5,94.7495,90.767,3.9825,100.53,90.767,120.056,90.767,2020-02-28,9.763,-9.763,-1.0,LOSS,stop
AMZN,2020-05-19,long,5,120.9833,116.8903,4.093,121.4915,116.8903,130.6939,116.8903,2020-05-27,4.6012,-4.6012,-1.0,LOSS,stop
AMZN,2020-06-09,long,5,124.4,118.9115,5.4885,126.472,118.9115,141.593,141.593,2020-07-01,7.5605,15.121,2.0,WIN,target
AMZN,2020-08-19,long,5,160.8761,153.65,7.2261,165.1505,153.65,188.1515,153.65,2020-09-17,11.5005,-11.5005,-1.0,LOSS,stop
AMZN,2020-10-13,long,5,164.4495,154.5,9.9495,173.3995,154.5,211.1985,154.5,2020-10-30,18.8995,-18.8995,-1.0,LOSS,stop
AMZN,2021-02-03,long,4,167.513,159.3,8.213,171.2505,159.3,195.1515,159.3,2021-02-22,11.9505,-11.9505,-1.0,LOSS,stop
AMZN,2021-04-12,long,5,165.1806,153.125,12.0556,167.7605,153.125,197.0315,159.2735,2021-05-13,14.6355,-8.487,-0.5799,LOSS,maxhold
AMZN,2021-06-17,long,2,169.25,166.6725,2.5775,170.159,166.6725,177.132,177.132,2021-07-06,3.4865,6.973,2.0,WIN,target
AMZN,2021-11-19,long,3,179.694,172.3525,7.3415,185.6345,172.3525,212.1985,172.3525,2021-12-01,13.282,-13.282,-1.0,LOSS,stop
AMZN,2022-08-31,short,2,137.83,128.77,9.06,129.45,137.83,112.69,112.69,2022-09-23,8.38,16.76,2.0,WIN,target
AMZN,2023-04-20,long,5,103.73,97.705,6.025,103.53,97.705,115.18,115.18,2023-05-17,5.825,11.65,2.0,WIN,target
AMZN,2023-09-12,long,5,139.96,133.16,6.8,142.32,133.16,160.64,133.16,2023-09-21,9.16,-9.16,-1.0,LOSS,stop
AMZN,2023-11-07,long,4,137.35,125.52,11.83,140.55,125.52,170.61,145.48,2023-12-08,15.03,4.93,0.328,WIN,maxhold
AMZN,2023-12-19,long,5,150.57,143.64,6.93,154.4,143.64,175.92,153.83,2024-01-19,10.76,-0.57,-0.053,LOSS,maxhold
AMZN,2024-03-26,long,5,179.53,173.52,6.01,180.15,173.52,193.41,173.52,2024-04-19,6.63,-6.63,-1.0,LOSS,stop
AMZN,2024-05-08,long,3,188.745,179.91,8.835,187.44,179.91,202.5,179.91,2024-05-28,7.53,-7.53,-1.0,LOSS,stop
AMZN,2024-06-28,long,5,194.8,182.72,12.08,197.73,182.72,227.75,182.72,2024-07-18,15.01,-15.01,-1.0,LOSS,stop
AMZN,2024-11-07,long,5,200.5,185.23,15.27,207.44,185.23,251.86,227.21,2024-12-09,22.21,19.77,0.8901,WIN,maxhold
AMZN,2025-01-15,short,5,228.835,218.19,10.645,222.83,228.835,210.82,228.835,2025-01-21,6.005,-6.005,-1.0,LOSS,stop
AMZN,2025-01-29,long,2,235.52,231.19,4.33,239.015,231.19,254.665,231.19,2025-02-07,7.825,-7.825,-1.0,LOSS,stop
AMZN,2025-02-24,short,4,229.89,221.81,8.08,217.45,229.89,192.57,192.57,2025-03-07,12.44,24.88,2.0,WIN,target
AMZN,2025-09-25,short,5,235.9,228.71,7.19,220.06,235.9,188.38,227.66,2025-10-27,15.84,-7.6,-0.4798,LOSS,maxhold
AMZN,2025-11-04,long,3,232.82,222.75,10.07,250.38,222.75,305.64,222.75,2025-11-18,27.63,-27.63,-1.0,LOSS,stop
AMZN,2026-01-07,long,5,232.99,230.12,2.87,239.61,230.12,258.59,230.12,2026-01-20,9.49,-9.49,-1.0,LOSS,stop
AMZN,2026-02-09,short,4,246.35,220.38,25.97,208.97,246.35,134.21,210.39,2026-03-12,37.38,-1.42,-0.038,LOSS,maxhold
AMZN,2026-04-14,long,2,226.1,209.075,17.025,241.78,209.075,307.19,255.36,2026-04-22,32.705,13.58,0.4152,WIN,maxhold
AVGO,2019-01-16,long,5,25.292,23.076,2.216,25.72,23.076,31.008,28.115,2019-02-19,2.644,2.395,0.9058,WIN,maxhold
AVGO,2019-03-19,long,5,27.308,25.92,1.388,29.416,25.92,36.408,31.732,2019-04-22,3.496,2.316,0.6625,WIN,maxhold
AVGO,2019-05-14,short,5,31.193,29.666,1.527,29.569,31.193,26.321,26.321,2019-05-23,1.624,3.248,2.0,WIN,target
AVGO,2019-07-23,long,4,29.316,28.2391,1.0769,29.95,28.2391,33.3718,28.2391,2019-08-01,1.7109,-1.7109,-1.0,LOSS,stop
AVGO,2019-09-12,long,1,29.445,28.882,0.563,30.143,28.882,32.665,28.882,2019-09-13,1.261,-1.261,-1.0,LOSS,stop
AVGO,2019-12-12,long,5,31.793,30.313,1.48,31.973,30.313,35.293,30.313,2020-01-09,1.66,-1.66,-1.0,LOSS,stop
AVGO,2020-02-25,short,3,31.683,30.229,1.454,29.411,31.683,24.867,24.867,2020-03-09,2.272,4.544,2.0,WIN,target
AVGO,2020-05-27,long,5,28.131,25.677,2.454,28.302,25.677,33.552,30.807,2020-06-29,2.625,2.505,0.9543,WIN,maxhold
AVGO,2020-07-10,long,5,32.099,30.675,1.424,32.191,30.675,35.223,30.675,2020-07-14,1.516,-1.516,-1.0,LOSS,stop
AVGO,2020-08-04,long,5,31.84,30.6,1.24,32.05,30.6,34.95,34.95,2020-08-31,1.45,2.9,2.0,WIN,target
AVGO,2020-10-13,long,5,38.0,35.99,2.01,38.441,35.99,43.343,35.99,2020-10-26,2.451,-2.451,-1.0,LOSS,stop
AVGO,2020-10-29,short,1,36.518,35.922,0.596,34.726,36.518,31.142,36.518,2020-11-04,1.792,-1.792,-1.0,LOSS,stop
AVGO,2021-01-14,long,4,44.999,42.054,2.945,45.351,42.054,51.945,49.0875,2021-02-16,3.297,3.7365,1.1333,WIN,maxhold
AVGO,2021-03-08,short,5,49.086,45.521,3.565,44.683,49.086,35.877,48.798,2021-04-08,4.403,-4.115,-0.9346,LOSS,maxhold
AVGO,2021-07-30,long,5,48.362,46.78,1.582,48.196,46.78,51.028,46.78,2021-08-19,1.416,-1.416,-1.0,LOSS,stop
AVGO,2021-08-30,long,5,48.811,47.044,1.767,50.0,47.044,55.912,49.452,2021-09-30,2.956,-0.548,-0.1854,LOSS,maxhold
AVGO,2021-10-22,long,5,51.087,47.955,3.132,51.4742,47.955,58.5126,57.168,2021-11-22,3.5192,5.6938,1.6179,WIN,maxhold
AVGO,2021-12-13,long,5,59.307,54.4,4.907,63.4,54.4,81.4,62.747,2022-01-13,9.0,-0.653,-0.0726,LOSS,maxhold
AVGO,2022-03-28,long,5,61.35,58.886,2.464,62.588,58.886,69.992,58.886,2022-04-08,3.702,-3.702,-1.0,LOSS,stop
AVGO,2022-08-31,short,5,55.099,52.0,3.099,51.016,55.099,42.85,44.924,2022-10-03,4.083,6.092,1.492,WIN,maxhold
AVGO,2022-12-14,long,2,55.687,54.1,1.587,56.855,54.1,62.365,54.1,2022-12-20,2.755,-2.755,-1.0,LOSS,stop
AVGO,2023-01-10,long,5,56.816,54.801,2.015,57.2,54.801,61.998,59.631,2023-02-10,2.399,2.431,1.0133,WIN,maxhold
AVGO,2023-03-06,long,5,60.094,57.361,2.733,63.5,57.361,75.778,62.416,2023-04-06,6.139,-1.084,-0.1766,LOSS,maxhold
AVGO,2023-04-20,long,5,63.088,61.521,1.567,62.786,61.521,65.316,61.521,2023-04-26,1.265,-1.265,-1.0,LOSS,stop
AVGO,2023-05-17,long,5,64.002,61.586,2.416,64.735,61.586,71.033,71.033,2023-05-25,3.149,6.298,2.0,WIN,target
AVGO,2023-07-18,long,3,89.894,86.463,3.431,90.598,86.463,98.868,86.463,2023-08-09,4.135,-4.135,-1.0,LOSS,stop
AVGO,2023-08-14,short,1,86.15,83.707,2.443,83.113,86.15,77.039,86.15,2023-08-21,3.037,-3.037,-1.0,LOSS,stop
AVGO,2023-09-01,long,1,89.871,87.911,1.96,90.187,87.911,94.739,87.911,2023-09-05,2.276,-2.276,-1.0,LOSS,stop
AVGO,2023-11-09,long,4,90.177,86.0,4.177,91.25,86.0,101.75,95.701,2023-12-11,5.25,4.451,0.8478,WIN,maxhold
AVGO,2024-05-15,long,2,135.839,131.531,4.308,138.0,131.531,150.938,131.531,2024-05-31,6.469,-6.469,-1.0,LOSS,stop
AVGO,2024-06-13,long,4,146.501,138.824,7.677,171.0,138.824,235.352,170.0,2024-07-15,32.176,-1.0,-0.0311,LOSS,maxhold
AVGO,2024-07-26,short,1,162.99,157.9,5.09,153.5,162.99,134.52,134.52,2024-08-05,9.49,18.98,2.0,WIN,target
AVGO,2024-11-18,short,5,185.05,172.6,12.45,165.66,185.05,126.88,185.05,2024-12-13,19.39,-19.39,-1.0,LOSS,stop
AVGO,2025-06-27,long,1,269.87,263.43,6.44,270.3,263.43,284.04,263.43,2025-07-01,6.87,-6.87,-1.0,LOSS,stop
AVGO,2025-07-29,long,3,292.5943,273.0,19.5943,297.5,273.0,346.5,307.01,2025-08-29,24.5,9.51,0.3882,WIN,maxhold
AVGO,2025-09-11,long,4,356.34,287.17,69.17,371.18,287.17,539.2,352.77,2025-10-13,84.01,-18.41,-0.2191,LOSS,maxhold
AVGO,2025-10-30,long,3,374.06,350.875,23.185,386.4,350.875,457.45,350.875,2025-11-05,35.525,-35.525,-1.0,LOSS,stop
AVGO,2025-12-01,long,5,399.87,331.8,68.07,394.85,331.8,520.95,331.8,2025-12-17,63.05,-63.05,-1.0,LOSS,stop
COST,2018-05-17,long,5,197.27,193.15,4.12,199.06,193.15,210.88,206.0,2018-06-18,5.91,6.94,1.1743,WIN,maxhold
COST,2018-07-16,long,5,214.17,206.6583,7.5117,216.64,206.6583,236.6034,223.45,2018-08-16,9.9817,6.81,0.6822,WIN,maxhold
COST,2018-08-27,long,3,230.1,222.15,7.95,232.74,222.15,253.92,233.7,2018-09-27,10.59,0.96,0.0907,WIN,maxhold
COST,2018-11-08,long,5,234.89,223.0104,11.8796,238.51,223.0104,269.5092,223.0104,2018-11-20,15.4996,-15.4996,-1.0,LOSS,stop
COST,2019-05-13,long,5,244.88,238.19,6.69,244.12,238.19,255.98,238.19,2019-05-31,5.93,-5.93,-1.0,LOSS,stop
COST,2019-06-11,long,5,256.6,238.0846,18.5154,258.91,238.0846,300.5608,276.5,2019-07-12,20.8254,17.59,0.8446,WIN,maxhold
COST,2019-08-23,long,5,278.16,268.0,10.16,278.21,268.0,298.63,298.63,2019-08-28,10.21,20.42,2.0,WIN,target
COST,2019-10-02,short,4,289.8099,284.4,5.4099,283.23,289.8099,270.0702,289.8099,2019-10-03,6.5799,-6.5799,-1.0,LOSS,stop
COST,2019-11-08,long,5,301.65,294.55,7.1,302.74,294.55,319.12,294.55,2019-12-02,8.19,-8.19,-1.0,LOSS,stop
COST,2020-01-17,long,5,301.96,290.5,11.46,303.4,290.5,329.2,319.0,2020-02-18,12.9,15.6,1.2093,WIN,maxhold
COST,2020-03-13,short,2,309.73,294.19,15.54,288.83,309.73,247.03,309.73,2020-03-18,20.9,-20.9,-1.0,LOSS,stop
COST,2020-04-20,long,3,314.75,297.66,17.09,317.95,297.66,358.53,297.66,2020-05-14,20.29,-20.29,-1.0,LOSS,stop
COST,2020-06-08,long,5,311.0,302.35,8.65,310.66,302.35,327.28,302.35,2020-06-11,8.31,-8.31,-1.0,LOSS,stop
COST,2020-07-10,long,1,318.05,309.72,8.33,326.0,309.72,358.56,340.71,2020-08-10,16.28,14.71,0.9036,WIN,maxhold
